0.047650709,1.093964989
1.141615697,1.409607352
2.551223049,0.727512956
3.278736005,0.622710785
3.90144679,1.212668697
5.114115487,1.660945431
6.775060918,1.290048118
8.065109036,1.010791395
9.075900431,0.770241875
9.846142306,0.231673624
10.07781593,3.251863911
13.32967984,0.67103383
14.00071367,0.014443388
14.01515706,0.231036065
14.24619312,0.284325673
14.5305188,0.037225967
14.56774476,0.450590103
15.01833487,1.088376778
16.10671165,1.232382236
17.33909388,0.730087386
18.06918127,1.134299628
19.2034809,0.084310806
19.2877917,0.773762936
20.06155464,1.132453413
21.19400805,0.038044243
21.23205229,0.015843018
21.24789531,1.281262251
22.52915756,0.151225175
22.68038274,1.007209882
23.68759262,0.861440598
24.54903322,1.344266778
25.8933,0.702318664
26.59561866,1.308605383
27.90422404,2.225413618
30.12963766,1.040557835
31.1701955,0.624717126
31.79491262,0.025557166
31.82046979,1.1555714
32.97604119,0.37540034
33.35144153,0.064714444
33.41615597,1.616557093
35.03271306,0.195962436
35.2286755,0.702520698
35.9311962,0.019319098
35.9505153,0.722666801
36.6731821,0.024423705
36.6976058,0.5308932
37.228499,0.061833548
37.29033255,1.036769299
38.32710185,2.430879859
40.75798171,2.641785596
43.3997673,2.513511608
45.91327891,0.660946043
46.57422495,0.223808494
46.79803345,0.04517737
46.84321082,1.75867813
48.60188895,2.229874827
50.83176377,0.096163201
50.92792698,4.184461179
55.11238815,0.20030307
55.31269122,0.869250514
56.18194174,1.102286098
57.28422784,0.898130645
58.18235848,0.28316464
58.46552312,0.198324217
58.66384734,0.135007456
58.7988548,0.715806847
59.51466164,0.270638205
59.78529985,0.164218305
59.94951815,1.014232004
60.96375016,0.046456072
61.01020623,0.097535059
61.10774129,0.002233885
61.10997517,0.229976951
61.33995212,0.458785814
61.79873794,1.136411299
62.93514924,0.223985657
63.15913489,2.743002606
65.9021375,2.52294486
68.42508236,0.040537145
68.46561951,1.295182333
69.76080184,0.362072896
70.12287473,0.366399996
70.48927473,1.296158407
71.78543314,0.154103931
71.93953707,1.379568238
73.31910531,0.787595436
74.10670074,0.397663792
74.50436453,0.266950507
74.77131504,0.143373187
74.91468823,0.28541965
75.20010788,0.074212919
